|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
128844|11770003-101001385825|Intersection 800 E 23RD ST&832 GIBBS ST||H|GREATER HEIGHTS||NW|NW|THURSDAY|1st Friday|Thursday-a|453S|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 09:40:46|2014-05-30 09:40:46|2014-05-27 15:19:57|-2.76|Flooding-101001385825|3113954.40908|13858786.9791|29.80733752|-95.38751389|Voice In
128873|11770009-101001385856|6302 ROUGHLOCK, HOUSTON TX 77016|HARRIS|B|EAST LITTLE YORK / HOMESTEAD|0913910000008|NE|NE|TUESDAY|2nd Wednesday|TUESDAY-A|415N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 09:51:58|2014-05-30 09:51:58|2014-05-28 06:19:56|-2.15|Flooding-101001385856|3142094.12971|13889203.2109|29.8885191|-95.29578936|Voice In
128885|11770017-101001385869|2608 HANSFORD TIMBER, HOUSTON TX 77345|HARRIS|E|KINGWOOD AREA|1298480040002|NE|NE|TUESDAY|2nd Wednesday|TUESDAY-A|297U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 09:59:01|2014-05-30 09:59:01|2014-05-27 15:49:57|-2.76|Flooding-101001385869|3181225.99665|13957737.9174|30.07341137|-95.16527424|Voice In
128946|11770042-101001385942|Intersection 8200 TARBELL RD&10600 TOLMAN|Harris County|E|EDGEBROOK AREA||SE|SW|THURSDAY|2nd Tuesday|THURSDAY-B|576F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 10:31:42|2014-05-30 10:31:42|2014-05-27 14:34:57|-2.83|Flooding-101001385942|3167790.86768|13799728.3958|29.64032944|-95.22385406|Voice In
128958|101001385960|8917 RAMIN, HOUSTON TX 77093|HARRIS|H|EASTEX - JENSEN AREA|0422320010005|NE|NE|MONDAY|2nd Thursday|MONDAY-B|454F|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 10:37:05|2014-05-30 10:37:05|2014-06-02 10:29:02|2.99|Flooding|||29.84116493|-95.33487403|Voice In
128975|11770055-101001385990|3703 MOORE, HOUSTON TX 77009|HARRIS|H|NEAR NORTHSIDE|0211730370018|NE|NW|FRIDAY|1st Friday|FRIDAY-B|453Z|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 10:46:59|2014-05-30 10:46:59|2014-05-27 14:19:59|-2.85|Flooding-101001385990|3122756.37507|13854262.02|29.79414961|-95.36021647|Voice In
129005|11770065-101001386029|12306 PALMDATE, HOUSTON TX 77034|HARRIS|E|SOUTH BELT / ELLINGTON|0832470000005|SE|SW|THURSDAY|2nd Tuesday|THURSDAY-B|576R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 10:59:12|2014-05-30 10:59:11|2014-05-27 16:19:57|-2.78|Flooding-101001386029|3173401.7997|13795719.2391|29.62881036|-95.20660887|Voice In
129008|11770066-101001386033|Intersection 2900 ELGIN ST&3200 PAIGE ST|Harris County|D|GREATER THIRD WARD||SE|SW|TUESDAY|3rd Friday|TUESDAY-A|493Y|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 11:00:38|2014-05-30 11:00:38|2014-05-27 14:04:58|-2.87|Flooding-101001386033|3123297.15647|13831622.3773|29.73187435|-95.36073311|Voice In
129018|11770071-101001386047|Intersection 2300 BARKER CYPRESS RD&18000 SAUMS RD|Harris County|A|ADDICKS PARK TEN|||||||447S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 11:07:09|2014-05-30 11:07:09|2014-05-27 17:19:56|-2.74|Flooding-101001386047|3018625.72769|13853415.9994|29.80033307|-95.68846902|Voice In
129081|11770101-101001386124|9800 HOLLOCK, HOUSTON TX 77075|HARRIS|I|GREATER HOBBY AREA|0780510010001||||||576J|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 11:46:08|2014-05-30 11:46:08|2014-05-27 18:04:57|-2.74|Flooding-101001386124|3162016.55246|13798487.2716|29.63742941|-95.24214833|Voice In
129104|11770112-101001386149|11220 HAVILAND, HOUSTON TX 77035|HARRIS|K|WESTBURY|1258240010001||||||570H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 11:57:53|2014-05-30 11:57:53|2014-05-27 15:34:57|-2.85|Flooding-101001386149|3080787.41899|13797513.6771|29.64168578|-95.49783599|Voice In
129193|11770146-101001386272|1343 MARDI, HOUSTON TX 77055|HARRIS|A|SPRING BRANCH WEST|0984600000007|NW|SW|FRIDAY|4th Wednesday|Friday-a|450X|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 12:47:39|2014-05-30 12:47:39|2014-05-27 14:49:57|-2.92|Flooding-101001386272|3071077.14083|13852054.9043|29.79240614|-95.52328818|Voice In
129197|11770156-101001386278|537 W 25TH, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|0200280000035|NW|SW|THURSDAY|3rd Wednesday|Thursday-b|452V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 12:49:53|2014-05-30 12:49:52|2014-05-27 15:04:57|-2.91|Flooding-101001386278|3107644.86691|13859217.9491|29.80905651|-95.40735837|Voice In
129330|11770199-101001386467|Intersection 2 DIXIE FARM OB EXIT RAMP&15300 GULF FWY|Harris County|D|SOUTH BELT / ELLINGTON|||||||617A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 14:01:44|2014-05-30 14:01:44|2014-05-27 14:19:58|-2.99|Flooding-101001386467|3180219.13876|13781151.8936|29.58816007|-95.18665589|Voice In
129374|11770211-101001386523|8206 TARBELL, HOUSTON TX 77034|HARRIS|E|EDGEBROOK AREA|0870820000002|SE|SW|THURSDAY|2nd Tuesday|Thursday|576F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 14:28:15|2014-05-30 14:28:14|2014-05-27 20:19:57|-2.76|Flooding-101001386523|3167714.23037|13799591.7904|29.63996076|-95.22410907|Voice In
129440|11770237-101001386615|2239 KNIGHT, HOUSTON TX 77093|HARRIS|H|EASTEX - JENSEN AREA|0642350000166|NE|NE|MONDAY|2nd Thursday|MONDAY-B|453H|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 15:15:09|2014-05-30 15:15:09|2014-05-27 21:19:56|-2.75|Flooding-101001386615|3125079.05383|13871490.4635|29.84130516|-95.35120255|Voice In
129512|11770260-101001386696|6303 GREAT OAKS, HOUSTON TX 77050|HARRIS|B|EAST LITTLE YORK / HOMESTEAD|0941320000006|NE|NE|TUESDAY|2nd Wednesday|TUESDAY-A|415E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 15:47:27|2014-05-30 15:47:27|2014-05-27 20:34:56|-2.8|Flooding|||29.90340838|-95.29633985|Unknown
129550|11770272-101001386742|9220 NATHANIEL, HOUSTON TX 77075|HARRIS|I|GREATER HOBBY AREA|1090970000001||||||576J|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 16:11:06|2014-05-30 16:11:06|2014-05-27 20:19:57|-2.83|Flooding-101001386742|3161249.12191|13798065.2521|29.63633719|-95.24460562|Voice In
129570|11770279-101001386766|Intersection 2300 BARKER CYPRESS RD&18000 SAUMS RD|Harris County|A|ADDICKS PARK TEN|||||||447S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 16:22:00|2014-05-30 16:22:00|2014-05-27 17:49:56|-2.94|Flooding-101001386766|3018625.72769|13853415.9994|29.80033307|-95.68846902|Voice In
129663|11770307-101001386887|Intersection 5700 HOWELL ST&15820 LEE RD|Harris County|B|IAH / AIRPORT AREA||NE|NE|MONDAY|2nd Wednesday|MONDAY-B|374R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 17:37:58|2014-05-30 17:37:58|2014-05-27 20:04:56|-2.9|Flooding-101001386887|3138827.27272|13911185.9002|29.94922265|-95.30390159|Voice In
129678|11770310-101001386903|4700 WENDA, HOUSTON TX 77033|HARRIS|D|SUNNYSIDE|1220790000001|SE|SE|FRIDAY|4th Tuesday|FRIDAY-A|573D|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 17:52:43|2014-05-30 17:52:43|2014-05-27 20:49:56|-2.88|Flooding-101001386903|3126703.65196|13802707.7891|29.65210437|-95.35284548|Voice In
129831|11770368-101001387061|6100 HARRISBURG, HOUSTON TX 77011|HARRIS|H|SECOND WARD|0380630000001||||||494U|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-27 21:18:03|2014-05-30 21:18:03|2014-05-28 03:34:56|-2.74|Flooding-101001387061|3137616.53991|13834805.2915|29.73939033|-95.31532027|Voice In
129895|11770392-101001387126|Intersection 8674 EDGAR ST&4400 GALESBURG ST|Harris County|D|SUNNYSIDE||SE|SE|FRIDAY|4th Thursday|FRIDAY-A|533Y|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 02:08:55|2014-05-31 02:08:55|2014-05-28 13:19:56|-2.53|Flooding-101001387126|3123646.37625|13807633.903|29.66590683|-95.36198416|Voice In
129897|11770393-101001387128|Intersection 8930 CULLEN BLVD&4600 MAGGIE ST|Harris County|D|SUNNYSIDE||SE|SE|FRIDAY|4th Thursday|FRIDAY-A|533Z|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 02:11:00|2014-05-31 02:11:00|2014-05-28 18:04:57|-2.34|Flooding-101001387128|3125736.9449|13806354.9347|29.66221231|-95.35552987|Voice In
129898|11770394-101001387129|Intersection 8700 CULLEN BLVD&4600 KNOXVILLE ST|Harris County|D|SUNNYSIDE||SE|SE|FRIDAY|4th Thursday|FRIDAY-A|533Z|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 02:15:08|2014-05-31 02:15:08|2014-05-28 11:04:57|-2.63|Flooding-101001387129|3125679.76457|13807489.0581|29.66533462|-95.35559857|Voice In
129922|11770406-101001387153|10730 PIPING ROCK, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923550000001||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 03:44:30|2014-05-31 03:44:30|2014-05-28 17:34:57|-2.42|Flooding-101001387153|3057800.76286|13833029.2163|29.7411867|-95.56688844|Voice In
129923|11770407-101001387154|8549 WESTERN, HOUSTON TX 77055|HARRIS|A|SPRING BRANCH EAST|0762250030202|NW|NE|FRIDAY|4th Thursday|FRIDAY-A|450V|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 03:47:30|2014-05-31 03:47:30|2014-05-28 09:34:58|-2.76|Flooding-101001387154|3078532.88347|13856688.6359|29.80453161|-95.49935506|Voice In
129925|11770409-101001387156|Intersection 200 W 18TH ST&1800 YALE ST|Harris County|C|GREATER HEIGHTS||NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|452V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 03:58:40|2014-05-31 03:58:40|2014-05-28 07:49:57|-2.84|Flooding-101001387156|3110315.60993|13856699.6135|29.80190861|-95.39918515|Voice In
129927|11770411-101001387158|15702 FLEETWOOD OAKS, HOUSTON TX 77079|HARRIS|G|MEMORIAL|1052040000035||||||488B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 04:00:53|2014-05-31 04:00:53|2014-05-28 13:04:57|-2.62|Flooding-101001387158|3035992.74808|13845399.126|29.77693261|-95.6344601|Voice In
129928|11770410-101001387159|Intersection 100 E 2ND ST&200 HEIGHTS BLVD|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||493E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 04:01:48|2014-05-31 04:01:48|2014-05-28 12:04:57|-2.66|Flooding-101001387159|3111200.80763|13846653.6415|29.77422047|-95.39737097|Voice In
129929|11770412-101001387160|Intersection 1000 NATIONAL ST&2800 WASHINGTON AVE|Harris County|H|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||493E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 04:02:51|2014-05-31 04:02:51|2014-05-28 09:49:57|-2.76|Flooding-101001387160|3114365.02243|13844731.6585|29.76866917|-95.3875885|Voice In
129936|11770418-101001387167|13940 WRIGLEY, HOUSTON TX 77045|HARRIS|K|CENTRAL SOUTHWEST|0681240020013|SW|SW|FRIDAY|4th Tuesday|FRIDAY-B|572N|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 04:27:45|2014-05-31 04:27:45|2014-05-28 12:04:58|-2.68|Flooding-101001387167|3097926.75118|13791543.2881|29.62391713|-95.44422689|Voice In
129937|11770419-101001387168|1302 SPRINGROCK, HOUSTON TX 77055|HARRIS|A|SPRING BRANCH WEST|0804060000005|NW|NE|FRIDAY|4th Wednesday|FRIDAY-A|450X|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 04:29:08|2014-05-31 04:29:08|2014-05-28 08:49:57|-2.82|Flooding-101001387168|3069307.62994|13851851.4927|29.79199154|-95.52888367|Voice In
129944|11770422-101001387175|Intersection 716 AURORA ST&6600 N MAIN ST|Harris County|H|GREATER HEIGHTS||NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|453S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 05:16:11|2014-05-31 05:16:10|2014-05-28 14:35:00|-2.61|Flooding-101001387175|3113092.85109|13859660.7887|29.80981248|-95.39014428|Voice In
129947|11770424-101001387178|10722 OLYMPIA, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923580000003||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 05:20:48|2014-05-31 05:20:48|2014-05-28 14:50:00|-2.6|Flooding-101001387178|3057929.00079|13833950.79|29.7437096|-95.56639926|Voice In
129950|11770427-101001387181|5926 BEAUDRY, HOUSTON TX 77035|HARRIS|K|WESTBURY|0935690000016|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 05:37:33|2014-05-31 05:37:32|2014-05-28 10:19:58|-2.8|Flooding-101001387181|3081870.11794|13801526.1048|29.65262616|-95.49405041|Voice In
129960|11770436-101001387191|Intersection 6700 BEECHNUT ST&6800 BISSONNET ST|Harris County|J|SHARPSTOWN|||||||530R|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 06:11:15|2014-05-31 06:11:15|2014-05-28 10:34:58|-2.82|Flooding-101001387191|3078656.87633|13814949.2272|29.6897887|-95.50289916|Voice In
129961|11770437-101001387192|Intersection 6500 BELLAIRE BLVD&6800 ROOKIN ST|Harris County|J|SHARPSTOWN|||||||530H|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 06:12:46|2014-05-31 06:12:46|2014-05-28 10:05:00|-2.84|Flooding-101001387192|3080283.2553|13820682.9093|29.70541575|-95.49723818|Voice In
129963|11770440-101001387194|Intersection 900 COMMERCE ST&2 TRAVIS ST|Harris County|I|DOWNTOWN|||||||493M|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 06:16:59|2014-05-31 06:16:59|2014-05-28 12:49:57|-2.73|Flooding-101001387194|3123024.62815|13843411.8084|29.7643031|-95.36043555|Voice In
129974|11770446-101001387205|Intersection 14000 CLAY RD&4400 N ELDRIDGE PKWY|Harris County|A|ADDICKS PARK TEN|||||||448H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 06:26:54|2014-05-31 06:26:54|2014-05-28 11:49:57|-2.78|Flooding-101001387205|3044768.14949|13866358.1349|29.8338478|-95.60489117|Voice In
129977|11770448-101001387208|Intersection 15200 CLAY RD&4336 WAR MEMORIAL DR|Harris County|A|ADDICKS PARK TEN|||||||448G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 06:31:18|2014-05-31 06:31:18|2014-05-28 12:04:57|-2.77|Flooding-101001387208|3040821.23251|13867044.1539|29.83604799|-95.61727226|Voice In
129988|11770454-101001387219|Intersection 50 EL DORADO BLVD&0 GULF FWY|Harris County|E|CLEAR LAKE|||||||617R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 06:39:48|2014-05-31 06:39:48|2014-05-28 13:34:57|-2.71|Flooding-101001387219|3191054.01276|13768928.5027|29.55358649|-95.15384708|Voice In
130010|11770468-101001387241|9526 RAVENSWORTH, HOUSTON TX 77031|HARRIS|K|BRAYS OAKS|1059180000013|SW|SW|THURSDAY|2nd Friday|THURSDAY-A|570E|HCID #5 (Brays Oaks)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 06:58:04|2014-05-31 06:58:04|2014-05-28 14:04:58|-2.7|Flooding-101001387241|3066017.55154|13797452.2868|29.64272512|-95.54431907|Voice In
130030|11770483-101001387261|9109 CATHEY, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH CENTRAL|0651050000010|NW|NE|FRIDAY|4th Thursday|FRIDAY-A|450U|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 07:15:50|2014-05-31 07:15:49|2014-05-28 12:49:57|-2.77|Flooding-101001387261|3073664.85613|13857053.1748|29.80593341|-95.51466371|Voice In
130038|11770489-101001387269|Intersection 14000 CLAY RD&4400 N ELDRIDGE PKWY|Harris County|A|ADDICKS PARK TEN|||||||448H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 07:22:56|2014-05-31 07:22:56|2014-05-28 08:04:56|-2.97|Flooding-101001387269|3044768.14949|13866358.1349|29.8338478|-95.60489117|Voice In
130063|11770503-101001387300|1119 MANSFIELD, HOUSTON TX 77091|HARRIS|B|ACRES HOME|0511270040003|NW|NW|TUESDAY|4th Tuesday|TUESDAY-B|452B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 07:34:17|2014-05-31 07:34:17|2014-05-28 13:04:57|-2.77|Flooding-101001387300|3100047.54254|13874093.2553|29.85058339|-95.42987226|Voice In
130069|11770508-101001387307|4243 RICHMEADOW, HOUSTON TX 77048|HARRIS|D|SOUTH ACRES / CRESTMONT PARK|1276360020041|SE|SE|FRIDAY|4th Tuesday|FRIDAY-B|573R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 07:38:19|2014-05-31 07:38:19|2014-05-28 11:34:57|-2.84|Flooding-101001387307|3127849.03352|13791067.1116|29.62000871|-95.35038458|Voice In
130084|11770518-101001387323|5810 SOUTHSEAS, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0761540490008|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534T||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 07:46:24|2014-05-31 07:46:24|2014-05-28 15:04:59|-2.7|Flooding-101001387323|3132400.7859|13811595.9134|29.67604567|-95.33404002|Voice In
130089|11770519-101001387328|Intersection 14000 CLAY RD&4400 N ELDRIDGE PKWY|Harris County|A|ADDICKS PARK TEN|||||||448H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 07:50:47|2014-05-31 07:50:47|2014-05-28 08:19:56|-2.98|Flooding-101001387328|3044768.14949|13866358.1349|29.8338478|-95.60489117|Voice In
130115|11770535-101001387358|11402 HILLCROFT, HOUSTON TX 77035|HARRIS|K|WESTBURY|0935620000014|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:02:39|2014-05-31 08:02:39|2014-05-28 12:04:57|-2.83|Flooding|||29.65609717|-95.49246522|Unknown
130164|11770562-101001387417|4223 RICHMEADOW, HOUSTON TX 77048|HARRIS|D|SOUTH ACRES / CRESTMONT PARK|1276360020036|SE|SE|FRIDAY|4th Tuesday|FRIDAY-B|573R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:25:52|2014-05-31 08:25:52|2014-05-28 13:49:59|-2.77|Flooding-101001387417|3127650.18714|13791054.4896|29.61999107|-95.35101138|Voice In
130179|11770569-101001387434|4230 RICHMEADOW, HOUSTON TX 77048|HARRIS|D|SOUTH ACRES / CRESTMONT PARK|1276360010025|SE|SE|FRIDAY|4th Tuesday|FRIDAY-B|573R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:33:33|2014-05-31 08:33:33|2014-05-28 14:04:58|-2.77|Flooding-101001387434|3127744.28209|13790924.9875|29.61962703|-95.35072808|Voice In
130181|11770570-101001387436|2122 ERASTUS, HOUSTON TX 77020|HARRIS|B|GREATER FIFTH WARD|0131250000005|NE||FRIDAY|1st Thursday||494C||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:34:19|2014-05-31 08:34:19|2014-05-28 10:50:00|-2.91|Flooding-101001387436|3136508.96994|13849938.2373|29.78108132|-95.31730731|Voice In
130186|11770574-101001387441|Intersection 2600 W BELLFORT AVE&9000 LAKES AT 610 DR|Harris County|K|SOUTH MAIN|||||||532U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:36:23|2014-05-31 08:36:23|2014-05-28 12:04:58|-2.86|Flooding-101001387441|3105324.76624|13809641.2536|29.6729793|-95.41945638|Voice In
130210|11770582-101001387473|301 BENNINGTON, HOUSTON TX 77022|HARRIS|H|NORTHSIDE/NORTHLINE|0420500020009|NE|NE|MONDAY|2nd Friday|MONDAY-B|453Q|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:48:21|2014-05-31 08:48:21|2014-05-28 12:34:57|-2.84|Flooding-101001387473|3118970.59787|13864179.1019|29.82173158|-95.37117669|Voice In
130220|11770588-101001387484|Intersection 3520 REVEILLE ST&7600 THUROW ST|Harris County|I|GOLFCREST / BELLFORT / REVEILLE||SE|SE|TUESDAY|3rd Wednesday|TUESDAY-A|535N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:51:05|2014-05-31 08:51:05|2014-05-28 15:34:56|-2.72|Flooding-101001387484|3146002.9772|13817974.7855|29.69239994|-95.29058846|Voice In
130233|11770590-101001387501|6903 W SAM HOUSTON PKWY N, HOUSTON TX 77041|HARRIS|A|CARVERDALE|1267230010003||||||409V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 08:56:52|2014-05-31 08:56:52|2014-05-28 08:58:52|-3.0|Flooding-101001387501|3058168.25294|13879894.6882|29.86998007|-95.56138932|Voice In
130252|11770596-101001387526|Intersection 6900 BUSINESS PARK DR&16100 VALLEN DR|Harris County|A|CARVERDALE|||||||409U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 09:01:50|2014-05-31 09:01:50|2014-05-28 11:19:57|-2.9|Flooding-101001387526|3056515.81727|13879924.7918|29.87019631|-95.56659805|Voice In
130355|11770654-101001387648|7326 FAUNA, HOUSTON TX 77061|HARRIS|I|GOLFCREST / BELLFORT / REVEILLE|0640510000012|SE|SE|FRIDAY|3rd Monday|FRIDAY-A|575A|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 09:36:41|2014-05-31 09:36:41|2014-05-28 17:04:58|-2.69|Flooding-101001387648|3145797.34638|13804416.5603|29.65515054|-95.29258934|Voice In
130430|11770681-101001387739|14620 HEMPSTEAD, HOUSTON TX 77040|HARRIS|A|FAIRBANKS / NORTHWEST CROSSING|0382840000013||||||410W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 10:06:02|2014-05-31 10:06:02|2014-05-28 14:19:57|-2.82|Flooding-101001387739|3064165.07822|13877074.8487|29.861743|-95.54273942|Voice In
130445|11770688-101001387758|4010 SUNFLOWER, HOUSTON TX 77051|HARRIS|D|SUNNYSIDE|0650100150003|SE|SE|FRIDAY|4th Thursday|FRIDAY-A|533U|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 10:13:23|2014-05-31 10:13:23|2014-05-28 12:19:58|-2.91|Flooding-101001387758|3122407.67827|13810145.0387|29.6729152|-95.36563712|Voice In
130454|11770691-101001387771|6417 BRADY, HOUSTON TX 77011|HARRIS|I|MAGNOLIA PARK|0280060160014|SE|SE|MONDAY|1st Wednesday|MONDAY-A|494U|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 10:17:20|2014-05-31 10:17:20|2014-05-28 13:19:58|-2.87|Flooding-101001387771|3139075.12328|13835821.9972|29.74205847|-95.31062528|Voice In
130466|11770695-101001387786|3002 BOSTIC, HOUSTON TX 77093|HARRIS|H|EASTEX - JENSEN AREA|0422300010009|NE|SW|MONDAY|2nd Friday||454E|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-05-28 10:21:18|2014-05-31 10:21:17|2014-05-28 11:49:57|-2.94|Flooding-101001387786|3128603.16161|13869466.6051|29.83543962|-95.34029161|Voice In
