|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
104781|11632342-101000994892|2015 RIDGECREST, HOUSTON TX 77055|HARRIS|A|SPRING BRANCH EAST|1242450010001|NW|SW|FRIDAY|4th Thursday|Friday-A|451S|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-06 11:40:11|2013-05-09 11:40:11|2013-05-07 10:05:02|-2.07|Flooding|3080241.37|13858658.02|29.8098042|-95.49378419|Voice In
107067|11633056-101000997473|6034 CLAREWOOD, HOUSTON TX 77081|HARRIS|J|GULFTON|0831380000018|SW|SE|TUESDAY|1st Friday|TUESDAY-B|531E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-08 10:24:53|2013-05-11 10:24:53|2013-05-09 16:05:02|-1.76|Flooding|3082962.65|13822213.26|29.70940148|-95.48865689|Voice In
107925|11633370-101000998424|2829 TIMMONS, HOUSTON TX 77027|HARRIS|C|GREENWAY / UPPER KIRBY AREA|1145770140002|NW|SW|MONDAY|4th Wednesday|Monday-a|492S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-09 08:54:02|2013-05-12 08:54:02|2013-05-09 14:45:01|-2.76|Flooding|||||WEB
108248|11633477-101000998806|Intersection 5874 KELLEY ST&0 LOOP RAMP&0 N LOOP FWY E|Harris County|B|KASHMERE GARDENS|||||||454V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-09 12:40:45|2013-05-12 12:40:45|2013-05-09 16:05:03|-2.86|Flooding|3138957.40829|13861051.345|29.81141471|-95.30848695|Voice In
108769|11633663-101000999417|5901 CREST, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0761530050044|SE|SW|FRIDAY|4th Wednesday|Friday-b|534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 05:45:36|2013-05-13 05:45:36|2013-05-10 10:45:01|-2.79|Flooding|3134064.19|13816113.21|||Voice In
108804|11633673-101000999452|Intersection 8030 JUTLAND RD&5100 PENSDALE DR|Harris County|D|SOUTH PARK||SE|SE|FRIDAY|4th Thursday|FRIDAY-A|533Z|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 06:50:21|2013-05-13 06:50:21|2013-05-10 13:25:01|-2.73|Flooding|3128018.32813|13808485.0863|29.66787186|-95.3481404|Voice In
108806|11633674-101000999455|Intersection 6400 MYKAWA RD&6018 SOUTHRIDGE ST|Harris County|D|GOLFCREST / BELLFORT / REVEILLE|||||||534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 06:56:34|2013-05-13 06:56:34|2013-05-10 07:25:01|-2.98|Flooding|3135229.65689|13816004.5292|||Voice In
108820|11633681-101000999469|6322 CRESTVILLE, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0761530050001|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 07:12:55|2013-05-13 07:12:55|2013-05-10 07:25:01|-2.99|Flooding|3134387.85|13816015.64|29.6880228|-95.32734843|Voice In
108826|11633683-101000999478|5962 SOUTHRIDGE, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0761530090006|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 07:26:47|2013-05-13 07:26:47|2013-05-10 07:45:01|-2.99|Flooding|3134106.58|13815842.01|29.68756982|-95.32825103|Voice In
108845|11633689-101000999501|Intersection 3500 BLODGETT ST&4700 TIERWESTER ST|Harris County|D|MACGREGOR|||||3rd Friday||533D|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 07:50:16|2013-05-13 07:50:16|2013-05-10 10:25:01|-2.89|Flooding|3124054.82261|13826742.1918|29.71839534|-95.3588256|Voice In
108853|11633691-101000999511|5963 SOUTHRIDGE, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0761530050043|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 07:55:58|2013-05-13 07:55:58|2013-05-10 08:25:01|-2.98|Flooding|3134103.73|13816011.01|29.68803461|-95.32824328|Voice In
108863|11633699-101000999524|5909 CREST, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0761530050046|SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 08:02:26|2013-05-13 08:02:26|2013-05-10 08:25:01|-2.98|Flooding|3134212.53|13816178.96|29.68848687|-95.32788417|Voice In
108892|11633712-101000999553|6311 CREST, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0761530070007|SE|SW|FRIDAY|4th Wednesday|Friday-B|534P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 08:33:41|2013-05-13 08:33:41|2013-05-10 08:45:01|-2.99|Flooding|3134764.98|13816322.43|29.68883351|-95.32613087|Voice In
108937|11633723-101000999603|5606 BELDART, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0790100250002|SE|SE|FRIDAY|4th Thursday|FRIDAY-A|534W|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 09:07:24|2013-05-13 09:07:24|2013-05-10 14:25:01|-2.78|Flooding|3130605.99|13806190.97|29.66134352|-95.34022199|Voice In
109143|11633819-101000999829|11430 ASHCROFT, HOUSTON TX 77035|HARRIS|K|WESTBURY|0860350000015|SW|SE|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 11:11:39|2013-05-13 11:11:39|2013-05-10 12:45:01|-2.94|Flooding|3082761.26|13802275.66|29.65461308|-95.49117514|Voice In
109159|11633827-101000999847|12411 WOODTHORPE, HOUSTON TX 77024|HARRIS|G|MEMORIAL|0922470000012|NW|NW|MONDAY|4th Wednesday|MONDAY-A|490E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 11:20:06|2013-05-13 11:20:05|2013-05-10 13:05:01|-2.93|Flooding|||29.77490895|-95.54748379|WEB
109192|11633846-101000999882|5404 EVERGREEN, HOUSTON TX 77081|HARRIS|J|GULFTON|0751390040018|SW|SE|TUESDAY|1st Friday|TUESDAY-B|531K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 11:33:03|2013-05-13 11:33:03|2013-05-10 13:45:01|-2.91|Flooding|3087529.56|13818439.96|29.69865162|-95.47463483|Voice In
109282|11633887-101000999985|12606 HILLCROFT, HOUSTON TX 77035|HARRIS|K|WESTBURY|1022410000001||||||571E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 12:26:48|2013-05-13 12:26:48|2013-05-10 17:25:01|-2.79|Flooding|3082173.81|13795924.54|||Voice In
109284|11634326-101000999987|13628 ALMEDA, HOUSTON TX 77053|HARRIS|K|CENTRAL SOUTHWEST|0150030110016|SW|SW|FRIDAY|4th Thursday|FRIDAY-B|572T|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 12:27:52|2013-05-13 12:27:52|2013-05-12 07:45:01|-1.2|Flooding|3105389.43|13786625.39|29.60970776|-95.42147026|Voice In
109582|11634008-101001000332|5347 BELL, HOUSTON TX 77023|HARRIS|I|GREATER EASTWOOD|0121290030015|SE|SE|MONDAY|1st Wednesday|MONDAY-A|494Y|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 15:26:18|2013-05-13 15:26:15|2013-05-10 18:45:01|-2.86|Flooding|3136352.89|13832371.7|29.73281061|-95.31954154|Voice In
109596|11634012-101001000349|4322 RICHMEADOW, HOUSTON TX 77048|HARRIS|D|SOUTH ACRES / CRESTMONT PARK|1276360010034|SE|SE|FRIDAY|4th Tuesday|FRIDAY-B|573R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 15:33:50|2013-05-13 15:33:50|2013-05-10 18:05:01|-2.9|Flooding|||29.61965697|-95.34959726|WEB
109604|11634018-101001000357|5403 BELNEATH, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0831720000009|SE|SE|FRIDAY|4th Thursday|FRIDAY-A|534W|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 15:36:07|2013-05-13 15:36:07|2013-05-10 18:25:04|-2.88|Flooding|3129557.13|13806671.96|29.66275585|-95.34347565|Voice In
109675|11634040-101001000435|3218 CRESTDALE, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH NORTH|0972820000019|NW|NW|FRIDAY|4th Friday|Friday-a|450K|Spring Branch|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 16:12:02|2013-05-13 16:12:01|2013-05-10 20:25:01|-2.82|Flooding|3068301.36|13863043.12|||Voice In
109796|11634087-101001000575|3415 SANDERS, HOUSTON TX 77004|HARRIS|D|GREATER THIRD WARD|1184690030001|SE||TUESDAY|3rd Friday||493Z|Greater Southeast|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 17:59:15|2013-05-13 17:59:15|2013-05-10 20:45:01|-2.88|Flooding|3125542.4|13829691.85|||Voice In
109828|11634098-101001000608|12338 BARRYKNOLL, HOUSTON TX 77024|HARRIS|G|MEMORIAL|0940120000010|NW|NW|MONDAY|4th Wednesday|MONDAY-A|490A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 18:30:41|2013-05-13 18:30:41|2013-05-10 20:25:01|-2.92|Flooding|3063762.7|13846761.13|29.77845058|-95.54683181|Voice In
109896|11634121-101001000678|Intersection 1900 HOLCOMBE BLVD&6800 STAFFORDSHIRE ST|Harris County|D|MEDICAL CENTER AREA|||||||533E|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 20:44:36|2013-05-13 20:44:36|2013-05-11 13:25:03|-2.31|Flooding|||29.70580451|-95.39161986|WEB
109918|11634324-101001000700|Intersection 1700 ELGIN ST&3200 JACKSON ST||D|MIDTOWN||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493U|Midtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 21:49:51|2013-05-13 21:49:51|2013-05-12 05:25:01|-1.68|Flooding|3119960.84261|13833747.5213|29.73800079|-95.37103278|Voice In
109922|11634131-101001000704|Intersection 1300 CAPITOL ST&700 CAROLINE ST|Harris County|I|DOWNTOWN|||||||493Q|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 22:01:08|2013-05-13 22:01:08|2013-05-11 17:25:03|-2.19|Flooding|3123063.73437|13840989.9078|29.75764274|-95.36054987|Voice In
109953|11634145-101001000737|5807 WILLOWBEND, HOUSTON TX 77096|HARRIS|K|WESTBURY|0914600000018|SW|SE|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-10 23:50:30|2013-05-13 23:50:30|2013-05-11 12:25:04|-2.48|Flooding|3082917.13|13806455.68|29.66609044|-95.49028969|Voice In
109963|101001000747||Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 00:55:50|2013-05-14 00:55:50|2013-05-11 03:02:13|-2.91|Flooding|||Unknown|Unknown|Voice In
109964|11634150-101001000748|Intersection 10700 BRAEWICK DR&6036 HUMMINGBIRD ST|Harris County|K|WESTBURY||SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|530Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 00:58:11|2013-05-14 00:58:11|2013-05-11 14:45:15|-2.43|Flooding|3080807.12761|13805948.179|29.66486935|-95.49697875|Voice In
109974|11634154-101001000758|Intersection 9700 CEDARDALE DR&1300 SPRINGROCK LN|Harris County|A|SPRING BRANCH WEST||NW|SW|FRIDAY|4th Wednesday|Friday-a|450X|Spring Branch|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 02:19:16|2013-05-14 02:19:16|2013-05-11 16:05:10|-2.43|Flooding|3069210.49037|13851848.8634|||Voice In
110012|11634170-101001000796|Intersection 10600 RAMPART ST&5800 WILLOWBEND BLVD|Harris County|K|WESTBURY||SW|SE|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 08:03:26|2013-05-14 08:03:25|2013-05-11 14:45:17|-2.72|Flooding|3083067.02237|13806570.3667|29.66639333|-95.48980707|Voice In
110013|11634171-101001000797|Intersection 0 CHIMNEY ROCK RD&5328 STILLBROOKE DR|Harris County|K|WESTBURY||SW||THURSDAY|2nd Thursday||531X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 08:05:12|2013-05-14 08:05:11|2013-05-11 14:45:08|-2.72|Flooding|3087348.70704|13806135.0382|29.66484264|-95.47637186|Voice In
110018|11634175-101001000802|3218 CRESTDALE, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH NORTH|0972820000019|NW|NW|FRIDAY|4th Friday|Friday-a|450K|Spring Branch|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 08:13:06|2013-05-14 08:13:05|2013-05-13 10:05:02|-0.92|Flooding|3068301.36|13863043.12|||Voice In
110053|11634190-101001000837|Intersection 600 CAGE ST&3500 GILLESPIE ST||B|GREATER FIFTH WARD||NE||FRIDAY|1st Thursday||494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 08:49:55|2013-05-14 08:49:55|2013-05-11 13:25:05|-2.81|Flooding|3131152.77003|13844778.1026|29.76736062|-95.33469387|Voice In
110062|11634192-101001000846|3510 GILLESPIE, HOUSTON TX 77020|HARRIS|B|GREATER FIFTH WARD|0090180000021|NE|NW|FRIDAY|1st Thursday|Friday-B|494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 08:55:57|2013-05-14 08:55:57|2013-05-11 13:25:05|-2.81|Flooding|3131283.9|13844699.94|29.7672177|-95.33427523|Voice In
110125|11634216-101001000909|9702 BLANKENSHIP, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH NORTH|0972800000014|NW|NW|FRIDAY|4th Friday|FRIDAY-A|450K|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 09:59:54|2013-05-14 09:59:54|2013-05-11 14:45:17|-2.8|Flooding|3068061.48|13863066.48|29.8229205|-95.53176238|Voice In
110139|11634222-101001000923|Intersection 9700 BLANKENSHIP DR&3300 CRESTDALE DR|Harris County|A|SPRING BRANCH NORTH||NW|NW|FRIDAY|4th Friday|FRIDAY-A|450K|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 10:10:15|2013-05-14 10:10:15|2013-05-11 16:05:07|-2.75|Flooding|3068163.9462|13863051.9329|29.82287215|-95.53144071|Voice In
110142|11634225-101001000926|12451 NOVA, HOUSTON TX 77077|HARRIS|G|BRIAR FOREST|1021130000027||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 10:14:21|2013-05-14 10:14:21|2013-05-11 17:25:04|-2.7|Flooding|||||WEB
110144|11634227-101001000928|1706 ASHFORD HOLLOW, HOUSTON TX 77077|HARRIS|G|BRIAR FOREST|1021140000020||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 10:16:38|2013-05-14 10:16:38|2013-05-11 13:25:05|-2.87|Flooding|||29.748946|-95.60398299|WEB
110145|11634228-101001000929|1703 ASHFORD HOLLOW, HOUSTON TX 77077|HARRIS|G|BRIAR FOREST|1021150000011||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 10:18:28|2013-05-14 10:18:28|2013-05-11 17:25:05|-2.7|Flooding|||29.74915564|-95.60347135|WEB
110146|11634229-101001000930|Intersection 1700 ASHFORD HOLLOW LN&12500 WESTELLA DR|Harris County|G|BRIAR FOREST|||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 10:21:02|2013-05-14 10:21:02|2013-05-11 11:05:03|-2.97|Flooding|||29.74922574|-95.60384362|WEB
110149|11634231-101001000933|Intersection 9006 CLINTON DR&0 E IH 610 LOOP N|Harris County|I|CLINTON PARK TRI-COMMUNITY|||||||495U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 10:22:25|2013-05-14 10:22:24|2013-05-11 12:25:03|-2.91|Flooding|3153455.62043|13834889.3573|29.73824|-95.26542582|Voice In
110274|11634279-101001001059|3222 CRESTDALE, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH NORTH|0972820000018|NW|NW|FRIDAY|4th Friday|FRIDAY-A|450K|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 13:28:19|2013-05-14 13:28:18|2013-05-11 17:25:04|-2.84|Flooding|3068259.54|13863085.95|29.82295785|-95.53113619|Voice In
110436|11634343-101001001224|1403 WESTHEIMER, HOUSTON TX 77006|HARRIS|C|NEARTOWN - MONTROSE|0262060000018|NW|NE|MONDAY|1st Wednesday|MONDAY-A|493S|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-11 21:48:27|2013-05-14 21:48:27|2013-05-12 04:05:01|-2.74|Flooding|3111960.86|13835367.3|29.7431135|-95.39611416|Voice In
110768|11634475-101001001563|Intersection 1900 NIGHT STAR LN&12424 WHITTINGTON DR|Harris County|G|BRIAR FOREST|||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-13 07:41:37|2013-05-16 07:41:37|2013-05-13 16:05:06|-2.65|Flooding|||29.74637035|-95.6018982|WEB
110771|11634478-101001001566|Intersection 12300 BRANDYWYNE DR&1910 NIGHT STAR LN||G|BRIAR FOREST|||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-13 07:43:59|2013-05-16 07:43:58|2013-05-13 15:05:05|-2.69|Flooding|||29.74571802|-95.60176087|WEB
113208|11635355-101001004381|Intersection 5900 JENSEN DR&2800 KELLEY ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-15 07:48:29|2013-05-18 07:48:29|2013-05-15 09:25:02|-2.93|Flooding|3128194.45212|13861390.3699|29.81327635|-95.34237665|Voice In
114037|11635652-101001005360|11906 RENWICK, HOUSTON TX 77035|HARRIS|K|WESTBURY|0871430000015|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-15 22:15:14|2013-05-18 22:15:13|2013-05-16 04:45:01|-2.73|Flooding|||29.64972699|-95.48455027|WEB
116274|11636374-101001007981|Intersection 6700 AIRLINE DR&900 E PARKER RD|Harris County|H|NORTHSIDE/NORTHLINE||NE|NW|MONDAY|3rd Monday|MONDAY-B|413X|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-18 13:35:49|2013-05-21 13:35:49|2013-05-18 14:45:02|-2.95|Flooding|3114273.82445|13877752.578|29.85943991|-95.38465875|Voice In
118356|11637057-101001010382|6002 WARM SPRINGS, HOUSTON TX 77035|HARRIS|K|WESTBURY|0935630000014|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-21 13:05:28|2013-05-24 13:05:28|2013-05-22 13:05:03|-2.0|Flooding|3081494.57|13802913.9|29.65647194|-95.49510136|Voice In
120371|11637705-101001012691|Intersection 5800 FONDREN RD&7700 HARWIN DR|Harris County|J|SHARPSTOWN|||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-23 12:55:18|2013-05-26 12:55:18|2013-05-23 16:05:04|-2.87|Flooding|3072930.76869|13824951.3047|29.71775233|-95.51998902|Voice In
125105|11639306-101001018210|Intersection 8100 HILLSBORO ST&500 PEARL ST||B|DENVER HARBOR / PORT HOUSTON|||||||495F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-30 10:26:11|2013-06-02 10:26:11|2013-05-30 11:25:01|-2.96|Flooding|||29.78033265|-95.28233343|WEB
125424|11639394-101001018618|Intersection 8100 LAREDO&406 MCCARTY&400 MCCARTY ST|Harris County|B|DENVER HARBOR / PORT HOUSTON|||||||495B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-05-30 13:46:21|2013-06-02 13:46:20|2013-05-31 14:25:01|-1.97|Flooding|||29.78098682|-95.28408055|WEB
127363|11640091-101001020860|Intersection 6600 LAWNDALE ST&1200 S WAYSIDE ST|Harris County|I|LAWNDALE / WAYSIDE|||||||534C|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-02 08:29:26|2013-06-05 08:27:00|2013-06-02 12:25:01|-2.83|Flooding|3139068.59048|13829525.6207|29.72475244|-95.31127156|Voice In
130192|11641113-101001024185|11931 DUNLAP, HOUSTON TX 77035|HARRIS|K|WESTBURY|0871300000008|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-05 10:23:48|2013-06-08 10:23:48|2013-06-06 09:05:02|-2.05|Flooding|||29.64860059|-95.49406706|WEB
131896|11641719-101001026152|15922 LENCLAIRE, HOUSTON TX 77053|FORT BEND|K|FORT BEND HOUSTON|6200010050500907|SW|SW|FRIDAY|4th Wednesday|FRIDAY-A|571X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-06 18:31:38|2013-06-09 18:31:38|2013-06-07 07:05:01|-2.48|Flooding|||29.59539592|-95.47096633|WEB
133577|11642215-101001028007|Intersection 2200 CROCKER ST&800 W DREW ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493N|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-09 12:25:11|2013-06-12 12:25:11|2013-06-09 16:05:01|-2.85|Flooding|3113920.02267|13837734.3598|29.7494735|-95.38967126|Voice In
133593|11642224-101001028023|Intersection 400 LOVETT BLVD&3300 TAFT ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493S|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-09 12:48:01|2013-06-12 12:48:01|2013-06-09 17:05:01|-2.82|Flooding|3115172.8863|13835597.0258|29.74349219|-95.3859329|Voice In
133634|11642244-101001028064|Intersection 3400 FLORA ST&400 HAWTHORNE ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493T|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-09 13:29:52|2013-06-12 13:29:52|2013-06-09 16:25:01|-2.88|Flooding|3115838.1878|13835231.7779|29.74243169|-95.38387294|Voice In
133644|11642250-101001028074|10623 CHEVY CHASE, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923580000021||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-09 13:41:09|2013-06-12 13:41:08|2013-06-10 03:45:01|-2.41|Flooding|3058479.41|13834018.35|||Voice In
133688|11642268-101001028118|Intersection 0 E GREENS-JOHN F KENNEDY N|Harris County|B|IAH / AIRPORT AREA|||||||374P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-09 14:54:23|2013-06-12 14:53:00|2013-06-10 10:25:02|-2.19|Flooding|3129948.54146|13911721.6042|29.95146359|-95.33187068|Voice In
133723|11642279-101001028154|Intersection 6400 JENSEN DR&2900 KING ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-09 16:19:03|2013-06-12 16:19:03|2013-06-09 19:05:01|-2.88|Flooding|3128107.59961|13863083.6172|29.81793791|-95.34248344|Voice In
133959|11642366-101001028397|Intersection 400 LOVETT BLVD&3300 TAFT ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493S|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-10 08:10:41|2013-06-13 08:10:41|2013-06-10 12:05:02|-2.84|Flooding|||29.74349219|-95.3859329|WEB
134184|11642463-101001028655|2601 NAVIGATION, HOUSTON TX 77003|HARRIS|H|SECOND WARD|0321950000004|SE|SE|MONDAY|1st Friday|MONDAY-A|494N|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-10 10:11:46|2013-06-13 10:11:46|2013-06-10 13:45:02|-2.85|Flooding|3128597.41|13841244.55|29.75789397|-95.34316704|Voice In
